customer_id,first_name,last_name,gender,customer_age,marital_status,education_level,employment_status,annual_income,credit_score,email,city,state,join_date
1128,Theresa,Peters,,23,D,grad,Unemployed,174468.0,465,krystal28@example.org, Lake Brendastad ,Delaware,1972/06/11
1129,Caitlin,Rogers,Male,75,,Post Graduate,Retired,94999.0,537,teresaramsey@example.net,West Ronald,Maine,1984/01/26
1130,Lee,Ayers,Female,69,,Post Graduate,Retired,160382.0,812,cynthia67@example.com,Chavezborough,Indiana,2009/12/28
1131,David,Sanders,Female,57,single,High School,Self-employed,166959.0,543,michaelanderson@example.com,Catherineside,North Carolina,23-06-1996
1132,Ronnie,Butler,F,61,MARRIED,Post Graduate,employed,183382.0,491,ericwelch@example.com, WEST JEFFREYSTAD ,Texas,2016-05-13
1133,Philip,Brown,FEMALE,53,Married,,Employed,196372.0,448,billyhicks@example.org,Port Katiemouth,Michigan,23-04-1994
1134,Rebecca,Klein,Other,52,Married,PhD,self employed,78756.0,724,xwilliams@example.org,Seanland,Virginia,2018/08/10
1135,Kaylee,Simpson,male,54,,high school,employed,32514.0,785,tylermclaughlin@example.net,Port Frederickmouth,Hawaii,14-03-1981
1136,Felicia,Chavez,FEMALE,20,MARRIED,PhD,Self-employed,150510.0,814,hensonmary@example.com,GENETOWN,Wyoming,25-10-2016
1137,Nicole,Lindsey,FEMALE,22,MARRIED,Post Graduate,Unemployed,81804.0,649,karen19@example.com,North Kelli,Hawaii,1993-09-27
1138,Timothy,Pitts,F,64,S,grad,self employed,150381.0,386,kanderson@example.com, South Jacobburgh ,Delaware,04-08-1981
1139,Lindsay,Adams,Male,35,,PhD,jobless,147801.0,836,villanuevakayla@example.org,Port Elizabethville,Wyoming,11-03-2020
1140,Jamie,Cox,F,47,MARRIED,grad,,107805.0,734,kdudley@example.net,WEST MONICA,Georgia,1996-06-22
1141,Richard,Lloyd,Other,22,Single,high school,Employed,104228.0,350,john20@example.org,Port David,New Hampshire,08-12-2014
1142,Ian,Cooper,male,54,,,Employed,92714.0,798,zjohnson@example.com,EAST WILLIE,Iowa,2012-02-12
1143,Sarah,Johnson,F,52,S,PG,,138194.0,458,Gregory,Cookton,Ohio,1989/05/22
1144,Stacy,Delgado,F,53,,high school,self employed,115677.0,674,jacksoncynthia@example.net,MATTHEWSTOWN,Minnesota,2003/05/09
1145,Anthony,Diaz,F,37,Single,grad,self employed,182562.0,352,ngreene@example.org,WEST BETTYCHESTER,Wyoming,1992-07-29
1146,Karen,Garza,,31,,PhD,self employed,128106.0,409,ealexander@example.com,Sharonfurt,Massachusetts,26-12-2004
1147,Jennifer,Davis,M,74,,Doctorate,self employed,86326.0,661,nadams@example.net,ANTHONYHAVEN,Texas,2025-02-04
1148,Philip,Woods,Male,25,,PG,Retired,197322.0,445,michaelandersen@example.net,New Samantha,Tennessee,23-11-2025
1149,James,Shepard,M,66,single,Graduate,jobless,,518,ysanchez@example.org,Perkinsside,Wyoming,2009-04-28
1150,Laura,Bell,M,60,,high school,self employed,57837.0,416,dennis76@example.com,Kaylaberg,Utah,1986-08-30
1151,Stephen,Campbell,Female,43,D,grad,,47973.0,755,dmartin@example.net,MARTINCHESTER,Connecticut,1982-08-29
1152,David,Ortiz,Male,61,MARRIED,Doctorate,Unemployed,186411.0,628,nicholaswells@example.net,SOUTH KATHERINE,Rhode Island,2015-03-06
1153,Diana,Stokes,Male,32,Single,,Employed,107590.0,507,brian80@example.net,Reedport,Maine,2011/02/17
1154,Derek,Atkins,Other,25,Single,Doctorate,,61413.0,652,sabrinaskinner@example.org,Nicholeshire,Oregon,31-12-2013
1155,Karen,Malone,Male,29,single,PhD,Employed,124961.0,480,cynthiaayala@example.net,New Jaclyn,Arizona,01-03-1998
1156,Jason,Garcia,FEMALE,79,,high school,Unemployed,197744.0,579,ahumphrey@example.net, Meyershire ,New Jersey,18-06-2012
1157,Keith,Oneill,Female,27,single,High School,employed,122302.0,677,robin51@example.net,Hernandezshire,Oklahoma,1994-06-10
1158,Jessica,Warren,Female,42,MARRIED,high school,Unemployed,133782.0,398,joneschristina@example.org,New Lisa,Rhode Island,1984/04/22
1159,Carolyn,Roberson,FEMALE,40,,Graduate,,60888.0,312,yscott@example.org,West Sergiostad,Arizona,2017/10/09
1160,Diane,Kent,,80,Single,grad,Unemployed,112249.0,399,oking@example.net,Katherineburgh,North Carolina,2020-03-11
1161,Philip,Jones,M,37,,PG,,64672.0,660,ghudson@example.net,FERNANDOVIEW,South Carolina,2015-11-13
1162,Jennifer,Kaiser,F,34,Divorced,PhD,,-8955.0,453,Robyn,Beckyville,North Carolina,1984-06-06
1163,Shannon,Boyle,F,58,S,Doctorate,Self-employed,46411.0,651,Henry,Lake Rebeccafort,Maryland,1986-06-16
1164,Kendra,Clark,Unknown,40,,Doctorate,Employed,23992.0,604,perryrodney@example.com, JAREDTOWN ,New Mexico,2011-06-16
1165,Susan,Mason,Male,66,MARRIED,Post Graduate,,137165.0,557,avilamichael@example.net, Lake Nancybury ,Virginia,2025-05-11
1166,Vickie,Bishop,Female,19,Married,PhD,self employed,,448,timothyguzman@example.net,Alisonshire,Tennessee,1981/07/27
1167,Richard,Jones,male,36,,PhD,Unemployed,25423.0,312,byrdelizabeth@example.com, ANALAND ,Colorado,1976-08-15
1168,Gina,Cross,M,60,Divorced,PhD,,112989.0,656,bob53@example.org,New Chelseyburgh,Tennessee,1990-11-30
1169,Timothy,Allen,,49,Married,Post Graduate,,118917.0,506,holly92@example.com, East Dianaberg ,Louisiana,1972/04/17
1170,Cynthia,Williams,Male,29,D,Graduate,employed,,829,mayerkimberly@example.com,North Diana,Washington,14-04-1983
1171,Eric,Davidson,Male,47,Divorced,grad,Self-employed,93098.0,626,jessica03@example.net,Bradyview,Illinois,29-08-2018
1172,Samuel,Green,Other,21,Single,grad,Retired,109702.0,566,daniel69@example.net,JOHNFURT,Kentucky,1985-09-12
1173,Aaron,Kane,male,57,Single,PhD,employed,181512.0,482,megan23@example.org,Jonathanchester,Colorado,2015/09/29
1174,Terri,Phelps,M,41,Married,High School,,59813.0,678,wwalker@example.net,ENGLISHFORT,South Carolina,2010-05-16
1175,Jose,Johnson,Male,35,S,grad,Unemployed,68371.0,788,marthacabrera@example.net,South Emily,South Dakota,2002/08/21
1176,Ian,Sullivan,F,29,Single,high school,Retired,120035.0,639,carljones@example.org,North Veronica,Maryland,1995/07/11
1177,Erin,Bennett,M,63,S,PhD,Unemployed,98006.0,619,ronalddunn@example.com,NEW LARRY,Texas,2004-08-11
1178,Jennifer,Pennington,FEMALE,52,Single,Post Graduate,employed,105102.0,824,danieldaniels@example.org,WEST JENNIFERSIDE,Maine,1991/11/22
1179,Steven,Elliott,Unknown,72,Divorced,high school,jobless,74612.0,550,stephen90@example.org,Brianland,Kentucky,1972-05-31
1180,Jennifer,Vargas,Male,37,MARRIED,PG,Unemployed,33579.0,450,Pamela,Francisbury,Vermont,2000/10/03
1181,Brandon,Shepherd,Female,51,Divorced,Post Graduate,employed,83296.0,575,jessica26@example.com,Jamesland,Michigan,1975/07/17
1182,Dakota,Alvarez,male,58,D,PG,,152676.0,502,brownnicole@example.com,East Feliciachester,Colorado,1989-12-17
1183,Victoria,Flynn,Male,26,single,PG,Employed,133253.0,527,phillipbarnes@example.net,South Amandaborough,New Hampshire,2024-09-28
1184,James,Cox,Male,55,Divorced,PhD,self employed,117747.0,342,marie45@example.net,Kennedybury,Washington,22-12-2005
1185,Benjamin,Contreras,FEMALE,43,Married,PG,Self-employed,151462.0,338,maria25@example.org, LOVEVILLE ,North Dakota,1994-04-17
1186,Pamela,Miller,F,69,MARRIED,High School,self employed,42516.0,756,yangdavid@example.com,NEW BRIANTON,Massachusetts,1973-12-22
1187,Carol,Hoffman,Other,46,MARRIED,grad,Self-employed,183213.0,433,sarah38@example.org,West Brandy,Oregon,1989-03-30
1188,Julie,Diaz,FEMALE,71,D,Graduate,Unemployed,152796.0,458,andersonjames@example.net,Richardbury,Rhode Island,2000/05/10
1189,Lisa,Chang,Male,22,Divorced,PhD,self employed,59813.0,728,melissa79@example.net,Paulburgh,Mississippi,09-05-2000
1190,Jeffrey,Perez,F,27,Married,PhD,Unemployed,105762.0,601,ydaniels@example.com,LESLIEFURT,Pennsylvania,1996/02/14
1191,Todd,Mendez,Other,20,Divorced,Doctorate,self employed,101516.0,614,amiller@example.net,JOHNSTAD,Indiana,26-02-2026
1192,Katherine,Watkins,male,73,Divorced,PG,,56900.0,1029,Renee,LAKE CAMERONPORT,Minnesota,1986-01-14
1193,Justin,Warren,Unknown,77,,High School,,84484.0,468,davissharon@example.net,Kimside,Washington,1997/06/05
1194,Ann,Warren,Female,28,,Graduate,,145957.0,450,Jose,New Gina,Nebraska,1972-11-24
1195,Robert,Reid,Male,60,Single,PhD,,158306.0,636,aliciasmith@example.net, Sarahside ,Connecticut,2000-03-01
1196,Kyle,Doyle,Female,46,single,Graduate,self employed,78421.0,659,david01@example.com, New Kelsey ,North Dakota,2011-01-25
1197,Kaitlin,Thompson,male,33,Divorced,Post Graduate,Employed,27669.0,756,meyerbrenda@example.com,West Brendahaven,Oklahoma,11-05-1983
1198,Jorge,Holland,Unknown,46,D,High School,employed,,424,dawn35@example.net,Port Josephport,Virginia,2006-01-19
1199,Patricia,Gonzalez,male,46,MARRIED,high school,self employed,43457.0,549,dstone@example.org,West Loganbury,North Dakota,2009-10-21
1200,John,Herrera,male,20,MARRIED,High School,employed,184450.0,575,leethomas@example.org, Wilsonville ,Rhode Island,2005/09/21
1201,Anthony,Dominguez,,54,Single,Graduate,Self-employed,114447.0,722,rasmussenamber@example.com, Lake Carrieshire ,Rhode Island,1999/08/20
1202,Amy,Cook,M,43,,High School,,77883.0,653,vcrawford@example.net,SOUTH MORGAN,Colorado,1979/12/31
1203,Christian,Anderson,Female,49,single,,self employed,35126.0,594,garyschneider@example.org,SOUTH AMBERPORT,Illinois,25-11-1994
1204,Michelle,Mosley,,55,,PG,Unemployed,189393.0,725,hooverlinda@example.net, SANCHEZCHESTER ,North Carolina,1989/02/15
1205,Michael,Odom,F,38,S,Doctorate,Employed,42080.0,538,cmedina@example.org, Donaldside ,New Hampshire,2011-09-21
1206,Anthony,White,F,40,D,,self employed,104442.0,332,otrevino@example.org,SOUTH RYAN,Kansas,2015-05-07
1207,Brenda,Moses,Other,76,Divorced,Doctorate,employed,180698.0,459,lopezsamantha@example.com, Jacksonshire ,Minnesota,1980-08-21
1208,Melinda,Young,M,68,Divorced,PG,Retired,135295.0,746,patriciabrewer@example.com,Turnershire,Georgia,2024/11/02
1209,John,Hayes,male,64,Married,Doctorate,self employed,150411.0,478,jmartin@example.net,Mortonmouth,Massachusetts,2014/12/24
1210,Maria,Smith,male,71,S,high school,employed,133915.0,776,reyesbrandon@example.org,Cunninghamfurt,Alaska,23-10-1970
1211,Patrick,Carter,male,19,Single,Graduate,Employed,36491.0,535,tonyacrane@example.net,Port Michael,Mississippi,19-02-1974
1212,Christina,Zimmerman,FEMALE,58,Divorced,PG,jobless,153592.0,422,jenkinskathleen@example.org,Jacquelineborough,Iowa,2009-12-13
1213,Laura,Price,Female,66,S,,Self-employed,148395.0,311,johnsonsean@example.net,PORT TAYLOR,Maine,2001-09-22
1214,Carlos,Williams,Male,29,D,Graduate,self employed,166058.0,647,patrickgomez@example.net,Jessicaburgh,Vermont,1998-07-09
1215,Jessica,Hopkins,male,49,Single,grad,Unemployed,23910.0,351,eric35@example.com, Careyport ,Nebraska,1984-12-09
1216,Pamela,Simpson,Unknown,68,S,high school,Retired,24319.0,821,carl21@example.net,Christyland,Michigan,1988-05-13
1217,Nicole,Thomas,Unknown,42,Divorced,Post Graduate,,100538.0,351,victoria64@example.net,DENNISLAND,Washington,1982/03/23
1218,Tracy,Maynard,Female,53,MARRIED,PG,Employed,31997.0,734,anna98@example.org,JAMESBURGH,California,2024-01-15
1219,Nicole,Warren,Male,80,,High School,Retired,154445.0,619,hillandrea@example.net,Michaelbury,West Virginia,1974/05/30
1220,Jeffrey,Romero,M,60,Married,Doctorate,self employed,90053.0,492,davishenry@example.org,JACKIEHAVEN,Oregon,1994/08/26
1221,Kenneth,Medina,male,79,Divorced,PG,Employed,42899.0,475,belljennifer@example.net,NAVARROFORT,Hawaii,06-10-1972
1222,Karl,Whitehead,Unknown,42,single,PG,Employed,37035.0,745,joseph98@example.org, New Todd ,North Dakota,1991-10-11
1223,Aaron,Harris,,35,,Doctorate,Employed,144004.0,562,jpatterson@example.com,NORTH GLORIACHESTER,California,2011/01/22
1224,Daniel,Mejia,Unknown,65,,PhD,employed,43596.0,607,elizabethherrera@example.org,Caitlinview,Georgia,13-06-1978
1225,Benjamin,Williams,male,21,,Graduate,,35708.0,657,christinesimmons@example.net,Natalietown,New York,02-05-1976
1226,Dawn,Johnson,Unknown,56,Divorced,,Employed,99752.0,615,csanford@example.org,Alantown,Alabama,1998-03-12
1227,Mitchell,Harris,Female,23,Single,,jobless,136978.0,306,boltonsara@example.com,Wilsonville,Montana,15-03-1980
1228,Kendra,Pitts,male,24,D,Graduate,Employed,106240.0,584,robert62@example.org,Christon,Florida,2018-12-06
1229,Donna,Orozco,Male,56,D,Post Graduate,Unemployed,,719,andrea67@example.net,Brendaside,California,2013-09-04
1230,Jeffery,Peters,F,41,MARRIED,Graduate,Unemployed,102714.0,421,matthew06@example.net,Davidmouth,Wisconsin,11-09-1999
1231,Bryan,Barker,male,78,MARRIED,,,-9230.0,807,Kimberly,Stephaniestad,Virginia,2008-01-18
1232,Stephanie,Taylor,FEMALE,49,S,High School,self employed,138776.0,607,stephencampbell@example.com,Lake Thomas,Alabama,1982-10-18
1233,Jared,Brandt,,34,MARRIED,grad,Self-employed,139076.0,442,Jessica,VERONICATON,North Carolina,27-07-1981
1234,Luis,Jones,Female,44,Divorced,Post Graduate,Employed,92820.0,768,james58@example.com,Faulknershire,New Mexico,2012/06/21
1235,Garrett,Barnes,M,62,Married,PG,Retired,40749.0,1117,dianefletcher@example.com,Savagemouth,Michigan,2023-03-10
1236,Scott,Ochoa,male,18,,PG,jobless,88192.0,759,briankim@example.net,CHARLESSTAD,Florida,06-01-2012
1237,Sonya,Sims,male,32,S,PG,Retired,174153.0,820,rachelnguyen@example.org,Patriciatown,Nevada,2011-09-04
1238,Wayne,Henson,Other,69,Single,Graduate,self employed,25839.0,616,jasonhughes@example.net, SOUTH RICHARDTOWN ,Michigan,1999-04-15
1239,David,Landry,Male,63,D,Post Graduate,Retired,184593.0,740,maxwellbrittany@example.net,LAKE JEREMY,New Mexico,14-03-1998
1240,Manuel,Atkinson,F,37,single,PG,employed,137752.0,460,michellesmith@example.net,Port Courtney,North Dakota,1998-11-09
1241,Amy,Villanueva,F,50,Married,High School,employed,21575.0,380,csandoval@example.org,Boydstad,Texas,2019-07-05
1242,Dana,Santos,Other,25,,high school,Unemployed,20046.0,754,kbryan@example.org,Moyerfort,California,21-01-1971
1243,Jessica,Mooney,Other,59,Divorced,high school,Unemployed,89233.0,581,April,Port Julieberg,Ohio,2024/04/19
1244,Denise,Logan,Unknown,44,MARRIED,Doctorate,jobless,85859.0,308,foxsteven@example.com,South Brian,Maine,20-09-1971
1245,Ryan,Bentley,,33,single,Post Graduate,Employed,24966.0,618,shammond@example.net, Jeffreymouth ,Utah,22-04-2014
1246,Brian,Warren,Male,44,S,PG,self employed,69814.0,633,ywilkins@example.net,Barrettmouth,Rhode Island,2020-06-29
1247,Timothy,Everett,,68,MARRIED,Doctorate,jobless,149013.0,806,millerjohn@example.com,Tiffanyshire,Vermont,1982-05-07
1248,Joanna,Ramsey,,30,MARRIED,Graduate,self employed,157350.0,815,samuel83@example.org,Darrellton,Montana,1970/07/02
1249,Lauren,Todd,F,28,single,Doctorate,jobless,43898.0,566,mosessteven@example.com,Emmashire,New Jersey,1983/08/16
1250,Gary,Rich,F,39,D,High School,employed,136243.0,1016,nathanielhenderson@example.com,North Davidton,Hawaii,2020/04/10
1251,Marvin,Colon,F,49,S,Doctorate,,65356.0,787,fieldsapril@example.net,East Travis,Oregon,2016-10-05
1252,Sharon,Castillo,F,66,Single,Graduate,,131122.0,356,kmcgee@example.com,LAKE TREVOR,Tennessee,03-06-2019
1253,Devin,Ponce,Unknown,23,single,Graduate,Self-employed,53487.0,464,melissaking@example.com,ANNASHIRE,California,06-05-2006
1254,Kimberly,Lee,F,61,Divorced,,,64955.0,410,oleblanc@example.net,NORTH LUISFURT,Alabama,1988-06-12
1255,Anthony,Hicks,FEMALE,31,D,Graduate,employed,41879.0,813,kimberly37@example.com,Port Michelle,Montana,1983-07-18
1256,Sierra,Finley,Unknown,77,Divorced,Graduate,Employed,102640.0,845,omitchell@example.org,Goldenport,Texas,2009/07/08
1257,James,Nichols,Other,24,S,,jobless,156926.0,789,smithjessica@example.com,Port Bradley,California,14-10-2005
1258,Rose,Ray,male,25,,Doctorate,,60669.0,849,jhenry@example.net,WEST DAWNBOROUGH,Maine,23-12-1997
1259,Sabrina,Bailey,Male,26,,Graduate,Self-employed,122832.0,759,burnettjessica@example.org, Port Billy ,Utah,1987/09/20
1260,Debra,Parks,FEMALE,63,D,Graduate,Unemployed,65732.0,447,austin58@example.com, SOUTH AMANDATON ,Maine,2015/07/06
1261,Mark,Blair,Male,46,single,,Employed,130501.0,479,vasquezstacy@example.net,New Timothy,Oregon,1982-07-24
1262,David,Martinez,Unknown,32,MARRIED,High School,Retired,66482.0,660,aliciareynolds@example.net, Curtismouth ,Vermont,1994/08/05
1263,David,Alvarado,F,42,single,PG,jobless,47951.0,400,chapmanjudy@example.com,Lake Peter,Nevada,1997/03/11
1264,Jacqueline,Ortiz,Male,65,MARRIED,,self employed,113514.0,454,wrightmeghan@example.com, Johntown ,Massachusetts,2006-10-06
1265,Sarah,Burke,FEMALE,72,Single,Graduate,,74456.0,688,hilljenna@example.net,Jensenside,North Carolina,1975/03/04
1266,Diana,Anderson,male,25,Married,Doctorate,jobless,188839.0,520,kcontreras@example.com,Ballardborough,Alabama,1994/10/24
1267,Courtney,Murphy,F,27,Single,high school,jobless,34983.0,764,cantujoseph@example.net,Salasmouth,Oregon,1990-10-03
1268,Christopher,Hunt,FEMALE,34,D,Graduate,Employed,31598.0,505,adamskara@example.org,Adamburgh,Oregon,1994/01/18
1269,Allen,Diaz,Male,62,Married,grad,jobless,21741.0,693,eferguson@example.org,Lake Jefferyborough,Rhode Island,1983-09-27
1270,Albert,Johnson,Other,64,S,grad,Self-employed,41525.0,698,kbarnes@example.net,Michaelport,Ohio,16-02-1981
1271,Michael,Dunn,,73,Married,Doctorate,Employed,129698.0,344,hspencer@example.net,Kramerchester,South Carolina,2021-12-15
1272,Donna,Shaw,,41,S,Graduate,jobless,50813.0,656,whines@example.org, WEST BRAD ,Illinois,1992-03-27
1273,Joseph,Casey,FEMALE,22,,Doctorate,Retired,196151.0,332,harrisrenee@example.com,DANIELSHIRE,Arizona,2019-03-07
1274,Denise,Barnes,Male,28,single,Doctorate,employed,107651.0,457,mercedes10@example.com,Donaldmouth,Mississippi,08-05-2017
1275,Matthew,Barker,M,76,MARRIED,High School,jobless,74004.0,825,dfowler@example.org,Shahville,Nebraska,2004-12-06
1276,Patricia,Schultz,F,45,MARRIED,High School,jobless,72328.0,437,balvarez@example.com,Cantrellstad,Pennsylvania,1975-07-27
1277,Kimberly,Shields,M,74,Single,Doctorate,Self-employed,109840.0,844,lterry@example.org,Christopherstad,Arizona,1973-07-16
1278,Marc,Smith,Female,34,MARRIED,grad,Employed,113081.0,492,jennifer63@example.com,New Annaville,Montana,2015-10-18
1279,Maria,Morales,M,25,,High School,Retired,78643.0,496,donovanaaron@example.org, North Jamesland ,Washington,20-01-2017
1280,Lauren,Blair,FEMALE,56,MARRIED,Doctorate,Retired,79310.0,817,alvarezanna@example.com,Thompsonstad,West Virginia,2018/06/19
1281,Edwin,Morrison,,69,Divorced,Post Graduate,jobless,137697.0,588,owilliams@example.org,Port Johnport,Nevada,1996/08/13
1282,Ryan,Smith,Male,35,D,Graduate,Unemployed,34755.0,610,harperrobert@example.net,Ramseyview,Massachusetts,1992-08-29
1283,Devon,Garrett,Male,52,Single,Post Graduate,Unemployed,148553.0,622,samantha23@example.org,Kevinfurt,Vermont,2003-02-10
1284,Robert,Henderson,Other,77,Single,Graduate,Employed,170483.0,596,Albert, Lake William ,Washington,1983-09-26
1285,John,Jackson,FEMALE,66,Single,high school,employed,153124.0,323,Peter,TERRYSHIRE,New York,04-05-1992
1286,Johnathan,Mendez,M,61,,,Employed,188159.0,603,uwhite@example.com, Lake Ryan ,Maine,1989/10/03
1287,Randall,Hughes,Male,32,D,grad,Unemployed,79483.0,635,justinorozco@example.net,East Jack,Arkansas,1976-07-15
1288,Kara,Gibbs,FEMALE,73,,grad,Unemployed,70725.0,660,cruzkaitlin@example.org,Mcgeemouth,South Carolina,1975-05-18
1289,Michael,Hughes,Female,75,MARRIED,High School,Unemployed,165721.0,331,vhendrix@example.com,Johnsonville,Oklahoma,1971/11/22
1290,Misty,Cameron,,46,,high school,employed,69123.0,327,jonescharles@example.com,South Karen,Minnesota,2003-05-02
1291,Kelly,Stafford,,73,Single,,,115822.0,731,qrice@example.com,PORT HARRYBERG,Kansas,2012/10/03
1292,Andrew,Perez,,38,S,high school,Retired,66539.0,702,ofuentes@example.net,JOSEPHTOWN,Michigan,2006-07-26
1293,Peggy,Mcdonald,Female,29,single,Doctorate,self employed,98021.0,792,brian39@example.com,Michaelshire,Minnesota,1997-05-09
1294,Joanna,Martin,Male,18,MARRIED,Graduate,Retired,103600.0,829,robinhayes@example.com,SOUTH ROBIN,Kentucky,26-03-2010
1295,Mary,Mosley,male,75,Married,High School,jobless,139061.0,403,kevinsmith@example.org,SMITHVILLE,Ohio,26-01-2013
1296,Joyce,Graham,Other,26,D,,Unemployed,166853.0,470,rebeccalam@example.org,Lake Andreafurt,California,2001/09/14
1297,Erin,Vincent,FEMALE,21,MARRIED,High School,self employed,182084.0,366,smithjames@example.com,Jordanberg,Texas,1977-02-06
1298,Daniel,Rivas,male,65,Divorced,Doctorate,Employed,22919.0,834,marioperez@example.com,ASHLEYTOWN,Florida,1977-05-19
1299,Gregory,Morales,M,38,Single,Graduate,Retired,83324.0,390,gilmorekatie@example.net,Floresside,Louisiana,1970-09-08
1300,Derek,Norman,M,32,D,PG,self employed,37784.0,618,nuneztracy@example.net,Port Christopher,Illinois,2015-06-04
1301,Ashley,Brown,male,38,Single,grad,Retired,54494.0,365,Lori,PORT JOHN,New Hampshire,09-09-1993
1302,Christina,Ferguson,F,39,MARRIED,Graduate,Unemployed,199236.0,716,scott22@example.com,NEW VICTORIA,Indiana,1983-03-13
1303,Fernando,James,Other,28,single,Doctorate,Unemployed,122804.0,782,mmiller@example.net, KELLYVIEW ,West Virginia,1987-02-16
1304,Nicholas,Sparks,Unknown,39,S,PhD,self employed,138921.0,928,barbara46@example.org,NORTH JEREMY,Wisconsin,2004/05/29
1305,Larry,Wilson,Female,38,Married,Post Graduate,,166376.0,744,courtney31@example.net,JENNIFERPORT,Louisiana,1979/05/10
1306,Linda,Dalton,Unknown,40,MARRIED,High School,Unemployed,41835.0,556,Robert,Hendersonborough,North Carolina,2023-03-19
1307,Erin,Johnson,Other,59,Divorced,High School,employed,122294.0,362,thomas21@example.net,WALTERBURGH,Virginia,14-02-1994
1308,Stacy,Bradley,male,69,S,Graduate,self employed,115038.0,530,veronicabrooks@example.net,NORTH DANIELBOROUGH,Nebraska,1993-02-23
1309,Joshua,Williams,Male,63,S,grad,employed,102453.0,575,lwade@example.org, East Dana ,Rhode Island,1991-08-08
1310,Brett,Mitchell,FEMALE,40,Married,PG,self employed,167607.0,837,hodgeselizabeth@example.com,Ortizbury,New York,12-07-2011
1311,Jose,Price,,52,S,high school,Self-employed,79642.0,568,hillsusan@example.org,SOUTH ANGELASIDE,Vermont,2014-07-29
1312,Jessica,Tyler,,21,D,Graduate,self employed,110912.0,668,thall@example.net,New Angelaview,Maryland,1982-04-10
1313,Gabriel,Pham,male,64,,Graduate,jobless,,662,ruthpark@example.net,Joneshaven,Kansas,1977/09/07
1314,Chris,Johns,Female,42,D,PhD,Retired,186156.0,346,caitlingarrett@example.net,North Deniseshire,Hawaii,1998-08-03
1315,Paula,Rivera,Unknown,78,Single,Doctorate,self employed,138097.0,637,andreaellis@example.org,East Michael,California,2016-04-03
1316,Shelly,Moyer,,66,Married,,Unemployed,145916.0,805,hannah85@example.org,Becktown,Rhode Island,01-05-1990
1317,Julie,Goodman,Unknown,58,,PG,employed,70747.0,447,kwhite@example.net,Port Melissa,Oklahoma,26-10-1992
1318,Troy,Pope,F,46,Divorced,PhD,Self-employed,125625.0,618,floreslauren@example.net,Carolynside,Louisiana,1989/04/16
1319,Michelle,Turner,M,61,Married,Post Graduate,self employed,149117.0,327,jessicablevins@example.org, Kevinbury ,Montana,1984-09-16
1320,Tiffany,Johnson,F,41,Single,grad,Employed,109326.0,640,jennifersanders@example.net,CLARKCHESTER,North Carolina,2007/03/07
1321,Sean,Delgado,male,23,Married,High School,self employed,92116.0,430,torresmichelle@example.org,Lake Kristine,Texas,1990-05-11
1322,Timothy,Romero,M,30,,Graduate,self employed,160371.0,834,xrodriguez@example.org,Millertown,Alabama,2008-12-18
1323,Joseph,Allison,M,28,MARRIED,PhD,Self-employed,26247.0,402,hubbardbonnie@example.com,South Jerryfurt,North Dakota,2017-08-20
1324,Sandra,Bray,Other,23,D,PG,Self-employed,183646.0,607,ryanwilliam@example.com, West Allenside ,California,2009-12-12
1325,Tiffany,Jordan,F,40,Married,grad,,148205.0,357,jonesmichael@example.org,North Lisahaven,Maryland,1991-03-21
1326,James,Ramirez,Unknown,45,Married,Post Graduate,employed,23212.0,548,kristenking@example.net,Deannaton,Pennsylvania,2022-12-25
1327,Tiffany,Cole,Male,42,,high school,jobless,117556.0,649,stacysantos@example.org,Debbieport,Alabama,23-07-1974
1328,Anthony,Bean,Female,27,,,Unemployed,,734,theresa11@example.com,WEST ANDREWVILLE,Vermont,16-09-1996
1329,Austin,Moore,male,70,MARRIED,High School,jobless,154264.0,611,glee@example.com, MIRANDAVILLE ,Washington,2010/07/17
1330,Nicole,Holmes,Female,29,Married,PhD,Self-employed,187961.0,715,acollins@example.com, Simpsonmouth ,North Carolina,1970/07/17
1331,Amanda,Morrison,Female,56,,Graduate,self employed,89705.0,749,baldwinsheila@example.org, North Marymouth ,Wyoming,1985-11-29
1332,Sarah,Flores,Male,33,S,,,33394.0,349,kristina72@example.com, South Ericfurt ,Georgia,1998/06/28
1333,Brittany,Thompson,F,41,S,,jobless,,781,lisa40@example.org,HOODPORT,Maryland,1980-02-05
1334,Madison,Gordon,F,79,single,high school,Unemployed,153933.0,849,xcole@example.net,East Lisaview,West Virginia,15-02-2002
1335,Sandra,Frazier,FEMALE,23,S,high school,jobless,39260.0,720,colesamuel@example.org,East Brooke,Missouri,2025/06/16
1336,Calvin,Lewis,Female,58,MARRIED,Post Graduate,jobless,40907.0,587,ashleybell@example.com,Deanton,Tennessee,1987/02/28
1337,Susan,Walker,Male,50,Married,PG,Unemployed,125600.0,811,hhess@example.com, PORT CHRISTOPHERFURT ,Indiana,1970-09-23
1338,Samuel,Brown,M,52,S,Graduate,employed,128974.0,600,angela33@example.org,BRIANSIDE,Kentucky,2000/07/04
1339,Julie,Duran,Other,22,MARRIED,,jobless,49440.0,760,jenniferlloyd@example.net, Douglasfurt ,Alaska,1985-01-08
1340,Brittany,Tucker,Male,52,Single,Post Graduate,Unemployed,68236.0,679,paula16@example.net,Lawrenceborough,Georgia,08-10-2007
1341,Patricia,Gonzalez,Other,49,,grad,Self-employed,128641.0,475,wweiss@example.com, Port Franciscotown ,Indiana,2012-01-24
