card_id,customer_id,card_type,card_network,card_number,account_open_date,credit_limit,available_credit,interest_rate,annual_fee,minimum_payment_due,card_status
4117,2606,,visa,6011730371962289,1974-07-25,3389,2731,,50.0,43,active
4118,2904,Gold,visa,38266062094142,2026-01-28,8469,7936,18.99,99.0,100,Active
4119,2608,Silver,Visa,6011588320467879,2023-05-09,12723,9848,18.99,150.0,77,active
4120,10437,silver,Mastercard,30234674360986,1983-01-19,2761,144,15.9,50.0,245,Active
4121,3555,Platinum,,630496778568,2010-03-31,19422,16624,,50.0,334,Active
4122,4645,GOLD,,2613486055005876,2012-03-28,-11239,-11391,22.5,50.0,365,Active
4123,408,Gold,Visa,4783093630124,2021-07-13,11086,10339,18.99,,444,Closed
4124,1189,Gold,Visa,676368455371,2009-05-22,2108,1366,22.5,50.0,453,
4125,2331,GOLD,Mastercard,6011223029034263,1977-02-05,10021,6414,12.5,,474,
4126,3191,Silver,,371428905250316,1979-08-11,7520,6989,15.9,0.0,369,active
4127,9509,Platinum,Visa,4371203419355907,1998-06-02,6099,5201,22.5,0.0,499,Active
4128,6764,GOLD,Amex,4388660639712,2011-08-17,3949,-507,18.99,150.0,313,active
4129,8760,Gold,,4180157839696053,1976-06-07,11594,9702,18.99,99.0,304,Active
4130,5464,Silver,visa,4123210134507385853,1997-09-09,10075,6531,22.5,150.0,40,Closed
4131,2772,Gold,Amex,3576534447184314,1992-03-10,18189,15153,12.5,,271,Active
4132,5611,Platinum,Amex,376705365103688,1977-08-15,8756,7260,12.5,99.0,491,Closed
4133,5921,Platinum,Visa,213173548818366,2006-01-19,7814,3274,,150.0,144,active
4134,1444,silver,Mastercard,3510794597750194,1984-03-07,12436,11562,22.5,50.0,439,
4135,4158,silver,,4323277066903164688,1986-02-24,18009,13714,,99.0,371,
4136,4268,silver,Visa,4215606516173821433,1982-02-16,11721,10255,18.99,150.0,278,Active
4137,1431,GOLD,visa,4850858476711514,2017-10-03,5629,2290,12.5,,364,active
4138,4998,Gold,Amex,676226654702,1973-09-24,4605,-379,,0.0,30,
4139,2618,Silver,Mastercard,3531488832485048,2002-03-21,5079,3075,15.9,99.0,347,Blocked
4140,5720,silver,,2702508388275280,1992-12-04,16576,12384,15.9,,332,Blocked
4141,5889,GOLD,,4681379137815326,1993-09-03,10243,9908,12.5,,181,active
4142,1047,,Mastercard,675927440213,2020-09-18,19547,15461,12.5,150.0,386,
4143,3530,,visa,3537184945248928,2008-08-26,14089,13691,12.5,99.0,226,Closed
4144,9299,,,3547982318070540,1987-02-10,13533,11084,12.5,,237,Blocked
4145,4483,Silver,,4006814441476,2006-07-14,6999,5568,22.5,,214,Blocked
4146,635,,Visa,4444496189891,2001-05-17,17601,14885,15.9,50.0,36,
4147,485,Gold,Visa,213175827372981,2002-02-23,2842,2616,,99.0,218,Closed
4148,8067,Silver,Visa,4779017810610,1973-09-15,18689,14343,,99.0,51,Closed
4149,5163,Platinum,visa,344492448091623,2023-04-15,5990,3900,22.5,150.0,117,Blocked
4150,6112,Silver,Mastercard,6578112139994356,1994-11-06,10348,7082,,99.0,393,Closed
4151,341,,Amex,501886840617,2000-06-27,4547,1473,22.5,,357,active
4152,55,silver,Visa,180065884023503,1972-04-22,10707,7037,15.9,50.0,181,active
4153,10436,Silver,Visa,3596968484348075,1973-01-19,17478,15088,18.99,,14,active
4154,3398,,Amex,4059181861582864,1990-09-23,7663,6202,12.5,50.0,471,Blocked
4155,2545,Gold,Visa,630449865280,1986-08-06,16558,14371,22.5,0.0,385,Closed
4156,5141,,Mastercard,2276749767867273,1986-11-11,3989,1814,22.5,150.0,320,
4157,7702,,Amex,563422835873,1983-05-17,13302,8690,15.9,150.0,246,active
4158,1991,Platinum,Amex,6533091596069361,2008-02-17,3322,-184,,99.0,417,Blocked
4159,1044,Platinum,Amex,180095554961971,2012-05-06,8810,4310,15.9,150.0,135,Blocked
4160,2371,Platinum,Amex,4061660630110,2017-08-21,9672,8404,18.99,50.0,18,Blocked
4161,3202,Silver,Mastercard,4505824228070954,1982-05-09,3594,-96,18.99,,189,Blocked
4162,6979,silver,Amex,4508727096922515752,1992-10-05,5307,2410,22.5,150.0,70,
4163,9322,silver,,6562185232096483,2024-01-30,16091,14344,22.5,150.0,267,Active
4164,1163,GOLD,,639062328385,2005-04-23,15018,12592,18.99,150.0,192,Blocked
4165,5583,Platinum,Amex,2712007408757722,2013-04-04,4227,3685,22.5,50.0,400,active
4166,791,silver,Visa,6011899220654874,1998-08-23,2325,7325,15.9,50.0,363,Active
4167,2380,,visa,6566384067623851,2000-03-05,3841,2866,,99.0,212,Blocked
4168,40,,Amex,588289902144,1998-06-03,15297,12481,22.5,99.0,378,Closed
4169,7881,GOLD,Mastercard,4287029884316799793,1973-07-14,18600,23600,18.99,0.0,266,
4170,3901,Platinum,Mastercard,3525102954335380,1973-07-17,18235,14727,22.5,99.0,280,Closed
4171,7271,,Amex,180094849729616,1988-06-09,18272,14566,12.5,,146,Blocked
4172,5604,Platinum,visa,30025627316699,2018-05-13,10993,6870,15.9,99.0,336,Blocked
4173,2411,,visa,4033910973690509,1995-01-02,13668,13417,15.9,99.0,88,
4174,1296,Gold,Visa,4020149219686840,1992-08-16,2309,464,18.99,150.0,321,
4175,7031,silver,Mastercard,4224249482857369964,1971-03-21,10058,10004,18.99,99.0,179,active
4176,8201,Gold,Visa,4194664774817341,2001-12-21,3176,1136,15.9,0.0,213,Blocked
4177,1715,silver,Visa,6011936628189010,1986-01-03,2115,1395,,0.0,79,Closed
4178,5110,Platinum,Mastercard,3501414242602887,2001-01-08,8770,5966,22.5,0.0,366,Closed
4179,7603,GOLD,visa,060436749737,2002-10-10,15522,15055,18.99,,365,active
4180,1645,,,676275492509,1998-01-03,2411,12,15.9,50.0,174,Blocked
4181,7210,Silver,Visa,213109889972784,1979-05-12,6644,3494,18.99,99.0,118,Closed
4182,2031,,Visa,4707196258079510,1972-02-26,2368,793,22.5,50.0,289,Blocked
4183,8194,Silver,Amex,30155398778775,2015-07-23,18094,15006,15.9,99.0,449,Closed
4184,7984,GOLD,Amex,30101999590821,1981-01-12,6217,3002,15.9,0.0,224,active
4185,3055,silver,,3585464474575441,2025-06-10,7098,4085,18.99,,343,active
4186,8584,Gold,visa,2713361379796378,1974-02-19,8691,4916,22.5,150.0,454,Blocked
4187,9692,Gold,,5251811100140123,1980-11-24,10540,6193,,0.0,39,
4188,4126,Platinum,Mastercard,676354857101,2006-10-22,9916,8160,12.5,0.0,213,
4189,5239,Gold,,2252744291129439,2014-05-10,11655,6968,,0.0,241,
4190,1408,silver,visa,345343536541731,1983-07-07,4276,361,18.99,50.0,292,Blocked
4191,4628,Platinum,Visa,4975274923408680,1987-05-21,6347,4406,15.9,99.0,83,Closed
4192,654,GOLD,Amex,343452612284983,1972-07-07,14682,10168,15.9,99.0,385,Blocked
4193,5140,Silver,visa,4818453979439162734,2023-04-26,4987,3982,15.9,,358,Active
4194,1158,,Visa,180097152793590,1973-03-21,19377,19075,15.9,0.0,231,Closed
4195,872,Gold,Visa,6554686923541299,1992-08-04,4506,519,15.9,,405,Active
4196,9372,silver,visa,4991644525583579,2018-01-28,15471,12676,12.5,50.0,414,active
4197,4674,Platinum,,213109009742489,1997-10-30,18124,16164,12.5,150.0,240,Closed
4198,6932,Silver,,4661216157078,2004-08-04,7590,7313,22.5,,424,Closed
4199,2326,Platinum,Amex,4766699048088335,2010-03-31,17440,16310,18.99,0.0,184,Blocked
4200,10250,,Mastercard,4049498687220054,2025-01-23,17585,14709,22.5,99.0,451,active
4201,3981,Silver,,3532822631586383,2021-05-20,10008,6701,15.9,,79,
4202,4030,Platinum,Visa,4190092748708434,2020-04-06,5388,2966,12.5,0.0,444,Active
4203,7168,Gold,visa,2461716367235883,1983-11-25,12440,9235,18.99,0.0,161,Closed
4204,9006,,visa,344344386140294,2009-10-16,4345,-450,12.5,0.0,276,Active
4205,9031,Platinum,,3556429802972938,2008-06-20,8323,3892,15.9,0.0,61,
4206,9920,Gold,Visa,4980611067939181,1985-06-09,9524,7903,15.9,,53,Active
4207,2193,GOLD,visa,6567375154678740,1991-06-11,5172,1147,18.99,0.0,374,Blocked
4208,1640,Gold,visa,6563207842272806,2021-09-26,17390,15004,15.9,0.0,77,Closed
4209,5465,silver,visa,4921215580070698,2023-04-30,12209,7852,18.99,150.0,443,
4210,8977,,Visa,213123588713464,2025-06-27,3110,1950,12.5,99.0,383,
4211,1480,Silver,Amex,4373491338293399561,1986-11-16,12480,9275,18.99,50.0,413,active
4212,8846,Platinum,Mastercard,340647067241486,1984-01-31,12706,7860,18.99,50.0,96,
4213,5789,GOLD,Mastercard,4739710573084615968,2019-03-20,6912,4653,12.5,0.0,404,active
4214,1217,silver,visa,4198180162421998,1986-04-14,11696,9016,15.9,50.0,205,Blocked
4215,804,Gold,Visa,3594290275094137,1983-12-14,10346,5916,22.5,150.0,383,Blocked
4216,1434,Platinum,Mastercard,579447087977,1995-02-01,18228,17923,18.99,,233,active
4217,4461,,visa,180015029546462,1974-05-31,3556,-1342,22.5,50.0,319,active
4218,8346,Platinum,Visa,4288944079032037,2003-11-04,6328,1470,,0.0,59,
4219,5150,Platinum,visa,3554280642917407,1978-05-07,8281,6486,12.5,,173,
4220,5982,Gold,Visa,373835690153919,2008-08-16,12641,11341,12.5,99.0,344,Closed
4221,10381,Silver,,4644106284870879,2024-09-27,2674,1217,18.99,0.0,456,
4222,10206,silver,visa,4394702559087821293,1981-06-15,12086,17086,18.99,0.0,174,Blocked
4223,6122,Gold,,347932412938546,2010-03-10,15035,13866,,,115,Blocked
4224,9450,Platinum,,342176777686267,1983-06-19,19456,18580,15.9,150.0,182,Blocked
4225,8995,Gold,,3500388019805421,1985-02-26,13722,12745,,0.0,179,Active
4226,6485,silver,Mastercard,4130683495841,1980-01-29,3131,3074,12.5,50.0,472,Active
4227,7080,Gold,visa,340947283443761,2018-09-16,10790,8569,12.5,50.0,52,Active
4228,2031,silver,Amex,3535083877462444,1976-01-09,13501,11586,22.5,0.0,386,active
4229,3108,GOLD,Mastercard,4204826610724669223,2006-08-29,18400,17684,,50.0,314,Blocked
4230,9769,GOLD,Amex,38548381977127,1988-11-16,12459,8229,12.5,,377,Closed
4231,8786,silver,Amex,2266242405955439,1991-12-18,3707,2393,22.5,150.0,464,active
4232,10288,Silver,Amex,3511945737923351,2025-04-22,18248,18021,22.5,50.0,120,
4233,4854,GOLD,Visa,5277284730171357,1976-12-01,19696,15081,18.99,50.0,298,Active
4234,8099,silver,Mastercard,4708913336347,2013-09-30,11506,8488,22.5,99.0,106,Closed
4235,2708,silver,Visa,180093648300975,2017-07-06,19126,15239,,0.0,113,
4236,8527,Gold,,639043517650,1976-09-19,3699,1064,,99.0,72,active
4237,2030,,,213124372674540,2013-09-06,14329,12500,12.5,99.0,267,Active
4238,5283,Platinum,,3529878982169893,1999-10-14,3575,-197,22.5,,392,
4239,10120,Silver,Amex,180030094578019,1980-10-11,9352,8496,18.99,150.0,12,active
4240,4220,,Mastercard,4701434048616,2006-07-23,4582,4079,18.99,,161,
4241,8114,silver,,213178925593268,1971-05-14,11398,10312,22.5,,220,active
4242,139,Platinum,,675922408090,1994-09-02,17777,16394,18.99,0.0,352,Closed
4243,3404,Platinum,Visa,3591811710693382,2015-07-01,17301,13691,12.5,0.0,41,Closed
4244,4371,,Mastercard,4236799789066,2008-11-10,4631,-308,,0.0,21,Active
4245,8111,Platinum,Amex,4765201555494583,2006-09-21,14088,13156,18.99,50.0,283,Active
4246,7725,,Visa,3561617468038282,2007-10-08,4651,-224,15.9,99.0,325,Blocked
4247,3509,Gold,,213122237400119,2023-07-30,18497,17798,,50.0,380,active
4248,7369,Platinum,Mastercard,5201013725784135,1971-07-19,16635,12504,,99.0,471,Closed
4249,272,Platinum,Mastercard,3599744530956501,2026-02-23,6310,3335,12.5,99.0,343,active
4250,8835,Silver,visa,3534861281286421,2016-04-22,18918,16674,18.99,,187,Active
4251,6506,Gold,Visa,30351869529355,2007-03-23,17768,15527,,50.0,139,Blocked
4252,4848,GOLD,,630465643561,1996-05-12,19637,14985,22.5,99.0,474,
4253,1725,Gold,Visa,4969260288354,1991-04-22,3935,2219,22.5,99.0,434,
4254,1413,Silver,visa,4840037655275186,1991-12-28,15559,13212,22.5,50.0,117,Closed
4255,7571,,visa,4079656996480199765,2018-01-30,5498,3394,12.5,99.0,99,Blocked
4256,7756,Silver,visa,3515106641901266,2016-08-13,3850,1153,15.9,,107,active
4257,10185,Platinum,Amex,340106847500232,1988-10-24,9824,5778,22.5,,260,Active
4258,894,Silver,Visa,4099675227113472,2010-03-17,11651,7792,18.99,0.0,60,active
4259,9456,Platinum,Visa,563538746980,2016-06-15,15878,13816,12.5,99.0,363,active
4260,9851,Gold,Amex,6011958599009951,1980-11-09,11649,9762,12.5,,331,Closed
4261,1409,Gold,Visa,6011207039246744,2007-06-21,3889,-788,18.99,50.0,493,Closed
4262,4782,GOLD,,5508094352148281,1991-10-09,13663,11485,15.9,50.0,90,Blocked
4263,6988,,,4924395666615892,2024-04-22,4511,2723,12.5,0.0,101,Blocked
4264,9169,silver,Visa,3511670725811216,2002-11-23,14910,14314,,,238,Active
4265,5961,Silver,visa,3522970133722162,1983-10-19,3324,2062,,99.0,141,Blocked
4266,325,silver,Amex,3580190281146069,2009-03-30,7609,3197,22.5,0.0,139,active
4267,7524,Platinum,Mastercard,2338864407581147,2004-11-22,6063,2314,,,99,Closed
4268,2444,,Visa,4521300624914434,1972-06-11,18173,17780,,99.0,21,
4269,994,silver,visa,3508691502956300,1970-11-10,7066,2155,22.5,50.0,439,Active
4270,790,GOLD,visa,347645063892388,2006-03-14,13424,8807,,0.0,242,
4271,3711,GOLD,,6568619552790121,1982-01-17,19032,18359,15.9,99.0,246,
4272,836,Platinum,visa,3569838212291363,1976-09-17,14863,11557,18.99,99.0,312,Active
4273,7430,silver,Visa,36518547743954,1990-11-18,7420,5873,15.9,50.0,338,
4274,7441,GOLD,visa,4255411043918,2025-01-14,18540,14538,15.9,,27,active
4275,138,Silver,,4553128265647307,1982-05-27,4886,4755,15.9,,201,Blocked
4276,7010,Platinum,Mastercard,060416060642,2013-08-22,19534,19231,15.9,50.0,50,active
4277,2440,Platinum,Visa,4818607884405768,1970-11-18,12814,8633,12.5,0.0,218,Closed
4278,1233,silver,Amex,180013749083783,2022-09-28,7620,2789,22.5,,412,
4279,9809,silver,,4239450919559981,1977-02-11,17730,15010,18.99,99.0,71,Active
4280,10041,Gold,visa,180077713428647,1972-01-02,2652,-1726,18.99,99.0,312,active
4281,3059,Silver,,2720007767645930,1987-10-25,5504,1597,12.5,50.0,89,
4282,2885,Gold,visa,4496322607363,2010-11-16,2022,1870,22.5,99.0,11,Blocked
4283,5800,,Visa,30568230718314,2008-06-13,20000,15630,18.99,0.0,116,Active
4284,4808,,visa,213108974633889,1975-05-03,7482,4884,18.99,99.0,12,
4285,7763,Platinum,Amex,30573305067191,1984-05-07,3513,1350,15.9,150.0,361,Blocked
4286,3100,Gold,visa,345085128137606,2007-01-19,8533,5215,22.5,,68,Active
4287,5296,Gold,Amex,4910183395009,1989-05-26,18229,17467,15.9,150.0,463,Closed
4288,9188,Gold,Visa,2661700693866957,1972-02-29,18229,17036,15.9,0.0,377,Active
4289,4997,,visa,4108443624084273159,2013-12-23,16446,13237,12.5,150.0,337,active
4290,3586,silver,Visa,3532669785503460,1995-03-20,18612,15990,,99.0,252,Active
4291,487,Silver,Mastercard,377031801468372,1971-10-23,4182,3326,18.99,0.0,38,Closed
4292,3300,GOLD,,4754150913247708647,2005-12-11,14171,10781,15.9,150.0,158,Active
4293,3951,Silver,visa,374004037334521,1988-12-09,18543,15845,22.5,150.0,176,Active
4294,546,GOLD,Visa,4246696213022883,1983-10-02,19124,14962,12.5,50.0,347,Closed
4295,7263,GOLD,Visa,348513884197800,2006-06-22,4231,1619,18.99,0.0,40,Blocked
4296,5508,Platinum,Mastercard,6564382765581373,1988-06-09,4385,792,12.5,99.0,200,Active
4297,9302,silver,Visa,3518313135731517,1976-01-04,11480,7945,18.99,150.0,396,
4298,243,silver,Mastercard,676298051332,1981-06-28,14116,11677,22.5,0.0,108,active
4299,7040,Platinum,visa,4682356979744219,1970-05-24,4425,1238,,50.0,107,Active
4300,345,Silver,Mastercard,4559002054071,2007-06-17,13208,11792,12.5,,121,
4301,4932,,Mastercard,060446182127,1978-03-01,12380,7748,22.5,,416,Closed
4302,1069,GOLD,Visa,4106590193138196266,1997-01-22,7231,3672,22.5,50.0,310,Active
4303,8385,Gold,Visa,3536987155600120,2004-11-22,17380,14179,,,225,Active
4304,8364,Silver,Amex,3546571777711685,1977-12-13,6280,4943,12.5,150.0,277,Blocked
4305,8941,Gold,Mastercard,2720339968860822,2014-04-27,16692,12440,12.5,50.0,477,
4306,10135,,Amex,2283253783244642,1983-01-24,7980,7313,18.99,99.0,342,
4307,1215,Platinum,visa,2710955102427079,1994-10-16,12290,8539,18.99,0.0,346,active
4308,4652,Silver,Amex,213120860405413,1973-11-25,16659,15642,22.5,,305,Closed
4309,1102,GOLD,Amex,4194815040545,2010-07-15,16460,13671,15.9,,68,Closed
4310,6173,GOLD,visa,6594884217734843,1979-06-30,14771,9921,,,469,Closed
4311,887,GOLD,,4176963383113320,2009-10-24,5913,3983,,50.0,419,Closed
4312,9039,GOLD,Visa,4903373527804,2022-01-11,16282,11672,18.99,50.0,293,Closed
4313,2550,Platinum,Amex,4015090597385703,1988-11-24,17528,15456,,99.0,159,Blocked
4314,2734,GOLD,visa,213132016491346,2016-07-28,9188,5368,15.9,99.0,122,active
4315,8892,Gold,Amex,4014866856124356705,1990-02-23,9744,8855,,,370,Closed
4316,6553,GOLD,Mastercard,346561630583866,2022-05-28,2642,1960,,50.0,479,Active
4317,2629,Gold,Visa,340723905878241,1970-01-10,11772,7243,18.99,150.0,452,active
4318,1205,,Mastercard,4168731917940615075,1991-01-19,18240,17167,12.5,0.0,251,
4319,493,Gold,visa,4942297551638838055,1973-09-07,5833,2895,,50.0,396,active
4320,3808,,Amex,2299004298514967,1988-02-18,12593,8862,18.99,0.0,198,active
4321,3587,Silver,,4683038330397874,2022-03-07,12278,7508,12.5,,313,active
4322,8762,silver,Mastercard,3531142799383502,2014-08-01,15960,12929,15.9,0.0,163,Closed
4323,3192,,visa,676189942151,1973-03-25,9839,8698,12.5,50.0,283,
4324,30,Silver,Mastercard,6513397136225635,1988-03-22,8664,7656,22.5,0.0,403,Closed
4325,6093,Gold,Amex,5474470972864491,1994-04-20,6758,3522,,150.0,84,active
4326,9742,Platinum,,3557921538339340,2003-01-30,10163,5760,15.9,,419,Active
4327,4114,,Mastercard,4498892171619202825,2020-02-03,10892,9886,,,122,active
4328,2878,silver,,3522393549358218,1972-05-26,17937,14630,22.5,150.0,468,Blocked
4329,3556,Silver,Visa,3549301078025628,1975-11-02,16639,14268,22.5,,149,Closed
4330,556,Gold,Visa,4745063046344131,2016-04-06,10403,9211,15.9,150.0,438,Closed
4331,10238,silver,visa,36428875421167,2009-08-17,19390,15955,18.99,99.0,403,
4332,2805,silver,,3585997758487890,1999-03-06,2505,2169,,50.0,389,
4333,10047,GOLD,Visa,4963237934943159814,1975-01-16,17151,16225,15.9,0.0,430,active
4334,2369,GOLD,visa,4923461291717,1997-01-25,19637,19291,15.9,150.0,239,active
4335,8927,Gold,,587603512308,1975-08-21,13897,12190,12.5,,357,Active
4336,3915,GOLD,Mastercard,502008833829,2025-06-25,4569,2364,15.9,0.0,438,Active
4337,7935,,Visa,376947911989851,2024-01-14,12684,11374,18.99,99.0,419,Closed
4338,1579,silver,Mastercard,4374035384959389,1996-10-04,19840,18774,18.99,50.0,291,active
4339,10454,Gold,,3577243771981035,1999-11-05,6307,3329,15.9,50.0,137,Active
4340,9827,Silver,Visa,36976560012295,2024-05-25,4781,3375,18.99,50.0,54,Active
4341,9068,Silver,Visa,3587491284009095,1989-05-29,-15914,-16824,,150.0,286,
4342,8053,silver,Amex,584711927874,2017-03-30,17762,12840,12.5,150.0,142,Active
4343,2399,Gold,,213108811979669,1986-10-11,19426,16074,,,53,Blocked
4344,3235,silver,,4704988203983,1992-09-20,8830,3971,18.99,50.0,195,Closed
4345,5102,,visa,4466770122369738280,1976-03-04,12467,17467,15.9,,467,active
4346,1723,Gold,,3559146018193318,2017-10-25,9708,8050,,150.0,458,Active
4347,7198,silver,Mastercard,378288299632757,2018-12-18,4196,2707,18.99,99.0,327,Blocked
4348,1836,Silver,,4793215492264376,1993-07-05,13313,12891,12.5,99.0,331,Blocked
4349,10449,GOLD,Visa,180006492553762,2012-09-21,19202,18979,15.9,50.0,452,Active
4350,5073,GOLD,,501813634844,1991-09-09,16972,15862,,0.0,88,
4351,6677,,visa,3588405181743308,1995-10-24,-10365,-10684,,50.0,227,active
4352,2145,silver,Mastercard,2349747583100526,1986-01-22,3939,2679,15.9,0.0,133,Active
4353,2483,Gold,Amex,4715708512115,1975-06-04,9002,5958,12.5,99.0,397,active
4354,2616,Platinum,,180000268409697,1970-06-02,16011,14482,15.9,99.0,206,Active
4355,7808,Platinum,Amex,180073881941396,1986-01-05,8626,8408,12.5,150.0,215,
4356,9074,Gold,visa,4411168792027494058,2022-05-12,13589,18589,18.99,99.0,217,Blocked
4357,8491,,,2292056438757952,2007-05-15,6719,5821,,,137,Blocked
4358,8625,Platinum,,38181427879543,1999-06-22,7228,2620,18.99,0.0,338,
4359,3671,GOLD,Amex,374007197508909,2012-02-02,19915,18901,,,184,
4360,2596,Platinum,Amex,4543245859628262,1981-03-13,-7687,-7876,,0.0,303,Closed
4361,5084,Silver,Amex,345764054708743,1993-07-31,2927,43,15.9,,256,
4362,10432,Gold,Visa,2437172094363963,1986-11-03,19952,19364,12.5,150.0,328,Blocked
4363,6148,silver,,213189560232450,1990-07-02,8507,4553,22.5,50.0,202,Active
4364,6459,GOLD,Visa,4920902745713617458,1982-12-25,4947,3327,22.5,150.0,350,Blocked
4365,2597,GOLD,,676261924028,2022-11-08,3371,2054,,,24,Active
4366,8809,silver,visa,4719955835864,2000-06-12,9553,8416,18.99,0.0,376,Active
4367,4711,Platinum,,4221295551970,1977-12-01,16302,14883,18.99,,497,
4368,6274,Silver,Amex,4527904020559448,1998-06-23,6805,11805,12.5,150.0,285,Blocked
4369,5137,Silver,Visa,341524769512291,1990-03-24,5382,3975,15.9,0.0,433,Active
4370,5910,Gold,Mastercard,30100090148554,2009-09-27,-2978,-7686,22.5,,498,
4371,1238,,,4486583971346101,2014-01-01,12702,10519,,150.0,185,Blocked
4372,6683,Platinum,,344493617428273,1970-12-13,3849,2189,,,75,Blocked
4373,7295,Gold,Amex,343129667285830,2005-05-28,2820,-701,12.5,99.0,283,Closed
4374,3803,Platinum,Amex,3525371431368310,1999-07-16,15711,11927,22.5,0.0,348,Closed
4375,3321,Platinum,Amex,4149616790247869384,2000-03-19,18312,16562,,50.0,475,Closed
4376,3051,,Amex,4364955197706749053,1991-09-20,9443,6982,,150.0,490,active
4377,8444,Gold,Visa,375968209132930,1975-05-30,7116,6013,15.9,150.0,382,Closed
4378,8489,silver,Visa,2349886155773870,1992-08-14,6203,4128,12.5,99.0,193,Closed
4379,3205,GOLD,Amex,4443360289542806014,2015-08-27,2114,-1182,18.99,,99,Closed
4380,780,,,4858024953437674335,1981-03-25,3370,-1527,15.9,50.0,350,active
4381,8643,silver,visa,2230140241527342,2003-09-06,12621,10608,18.99,50.0,116,active
4382,3856,,Mastercard,4932016393176442,2024-11-01,11025,8769,22.5,,218,Blocked
4383,1841,Gold,Mastercard,213119340268631,1985-02-19,2878,2829,12.5,,411,Active
4384,5907,silver,visa,4854859455616,1990-06-15,15371,12687,18.99,0.0,28,Blocked
4385,7369,Gold,visa,4599396690544,1980-08-10,14373,10979,22.5,150.0,248,Closed
4386,3259,Gold,visa,2720363682398240,2021-04-01,7600,3530,22.5,150.0,304,Active
4387,7307,Platinum,Amex,213100396110513,2007-03-05,13213,12421,,99.0,50,
4388,7322,Silver,,4457371593520625,1984-07-04,2752,83,22.5,,122,Closed
4389,3390,Gold,visa,503867304423,1987-06-18,7398,5154,12.5,150.0,78,Closed
4390,2324,,visa,3534402447839702,1998-12-25,17664,17231,,0.0,483,Active
4391,4047,silver,visa,36715885543430,1993-03-22,9485,7970,,0.0,22,Blocked
4392,4222,Platinum,Visa,2287622890452999,2011-08-31,4556,4153,18.99,0.0,162,active
4393,8999,Silver,Visa,4299601319297138,2015-08-11,15044,12033,22.5,50.0,206,Blocked
4394,7347,silver,visa,3554828079620041,1981-04-21,14510,11392,22.5,0.0,101,active
4395,10404,Silver,visa,30444151212044,2016-06-29,15596,12738,,150.0,271,active
4396,1163,Silver,,38673288165335,2004-01-17,13219,13127,12.5,0.0,455,Closed
4397,10116,GOLD,Amex,180022824281097,2019-10-20,10525,6994,18.99,99.0,316,Closed
4398,4872,silver,Mastercard,4385100809664399,2004-12-09,11420,9070,15.9,,312,
4399,4218,Gold,Mastercard,4431943655566,1975-04-12,15519,11242,,0.0,85,Active
4400,3367,Gold,,4324881861555922,2019-06-09,7127,12127,12.5,0.0,289,Closed
4401,83,silver,Visa,639084417232,1970-07-28,14882,19882,12.5,0.0,58,active
4402,1802,silver,Amex,639099250297,1977-06-07,12214,11159,,0.0,250,active
4403,1678,Platinum,visa,3596117305516938,2004-08-02,18169,15503,15.9,50.0,143,Active
4404,4756,Gold,Visa,6540367404691344,1980-10-11,4433,3894,18.99,0.0,399,Blocked
4405,2478,silver,Visa,3518329028068437,1991-02-21,4055,259,22.5,,177,Blocked
4406,8433,Silver,Mastercard,180082973368970,2019-10-23,13108,8995,22.5,99.0,496,active
4407,8270,,,060411882909,2019-02-25,18117,13634,15.9,,202,Blocked
4408,4262,Platinum,,3512071290027974,1977-05-21,8165,13165,15.9,99.0,411,Closed
4409,9186,Platinum,visa,630425566928,2015-07-04,-15857,-17227,,,206,Active
4410,3949,Platinum,Amex,2223692214374929,2002-06-11,6104,5381,,50.0,155,active
4411,7892,Gold,,3503723707471143,1991-06-30,8104,3651,18.99,50.0,172,Blocked
4412,4675,Gold,Mastercard,180087724961502,2002-12-28,-13927,-18640,,0.0,485,Blocked
4413,3661,silver,visa,2270757113359610,2021-11-09,16976,15042,12.5,50.0,493,Blocked
4414,9227,Platinum,Visa,213120594256058,1996-08-23,19003,16764,,50.0,302,Closed
4415,8167,Silver,Visa,348256374035953,1980-11-07,3695,84,18.99,50.0,487,Blocked
4416,2598,Platinum,Amex,180017929009401,2020-10-08,3413,-92,,99.0,376,active
4417,377,Gold,Amex,3552895223962829,1989-11-09,6728,3405,,0.0,184,Closed
4418,7881,GOLD,Visa,213139252394894,2019-04-22,17955,15654,15.9,50.0,469,
4419,946,Gold,Amex,213165401615350,1980-05-07,11957,9490,18.99,0.0,212,Blocked
4420,1176,Platinum,visa,4159038252537015,2007-03-01,8916,6854,12.5,0.0,368,active
4421,5763,Silver,,3580368952030107,2019-07-27,6008,6003,18.99,150.0,440,Active
4422,10384,,visa,180049193277794,2015-10-27,11686,7077,12.5,,409,Closed
4423,4103,,Mastercard,3549415401473600,2025-06-04,8812,8008,12.5,,460,Closed
4424,4930,GOLD,Amex,4152087901682826326,2013-11-15,3777,241,,50.0,141,Active
4425,111,silver,,4952664842299540,2006-01-01,14683,9812,18.99,0.0,366,Closed
4426,1985,,Mastercard,4535767691190904,2001-11-16,8046,7259,18.99,99.0,26,Closed
4427,7256,Platinum,,3556131065640034,1971-12-24,3560,2721,22.5,150.0,220,Active
4428,8757,Silver,Amex,6568438787108862,2012-04-17,7397,3747,22.5,,236,Blocked
4429,5571,Silver,Visa,3513336205485008,2017-07-25,5795,1799,12.5,99.0,188,
